gene_id,gene_symbol
ENSG00000138193.16,PLCE1
ENSG00000086991.13,NOX4
ENSG00000160182.3,TFF1
ENSG00000143850.16,PLEKHA6
ENSG00000074370.18,ATP2A3
ENSG00000135480.16,KRT7
ENSG00000100342.21,APOL1
ENSG00000110274.16,CEP164
ENSG00000131236.18,CAP1
ENSG00000154473.18,BUB3
ENSG00000076242.16,MLH1
ENSG00000108932.12,SLC16A6
ENSG00000148339.12,SLC25A25
ENSG00000182175.14,RGMA
ENSG00000171747.9,LGALS4
ENSG00000066735.14,KIF26A
ENSG00000085491.17,SLC25A24
ENSG00000163032.12,VSNL1
ENSG00000204264.12,PSMB8
ENSG00000145623.13,OSMR
ENSG00000146070.17,PLA2G7
ENSG00000105329.11,TGFB1
ENSG00000133056.13,PIK3C2B
ENSG00000141682.12,PMAIP1
ENSG00000105289.15,TJP3
ENSG00000115616.3,SLC9A2
ENSG00000188643.11,S100A16
ENSG00000079246.16,XRCC5
ENSG00000130545.16,CRB3
ENSG00000168078.10,PBK
ENSG00000181274.7,FRAT2
ENSG00000184160.8,ADRA2C
ENSG00000087250.9,MT3
ENSG00000136883.14,KIF12
ENSG00000151617.17,EDNRA
ENSG00000188760.11,TMEM198
ENSG00000136997.21,MYC
ENSG00000070081.17,NUCB2
ENSG00000140497.16,SCAMP2
ENSG00000164611.13,PTTG1
ENSG00000120915.14,EPHX2
ENSG00000204983.14,PRSS1
ENSG00000141428.17,C18orf21
ENSG00000111331.13,OAS3
ENSG00000175793.12,SFN
ENSG00000118257.17,NRP2
ENSG00000077080.10,ACTL6B
ENSG00000153246.13,PLA2R1
ENSG00000077549.19,CAPZB
ENSG00000196611.5,MMP1
ENSG00000183317.17,EPHA10
ENSG00000178301.4,AQP11
ENSG00000137872.17,SEMA6D
ENSG00000155093.19,PTPRN2
ENSG00000115641.19,FHL2
ENSG00000153233.13,PTPRR
ENSG00000198759.12,EGFL6
ENSG00000163581.14,SLC2A2
ENSG00000099953.10,MMP11
ENSG00000166689.16,PLEKHA7
ENSG00000151136.15,BTBD11
ENSG00000147697.9,GSDMC
ENSG00000049130.16,KITLG
ENSG00000106804.8,C5
ENSG00000129007.14,CALML4
ENSG00000089327.15,FXYD5
ENSG00000186081.12,KRT5
ENSG00000125968.9,ID1
ENSG00000173826.15,KCNH6
ENSG00000154760.14,SLFN13
ENSG00000162244.12,RPL29
ENSG00000094804.12,CDC6
ENSG00000167601.12,AXL
ENSG00000196187.12,TMEM63A
ENSG00000116701.15,NCF2
ENSG00000113389.16,NPR3
ENSG00000101294.18,HM13
ENSG00000180667.10,YOD1
ENSG00000163636.11,PSMD6
ENSG00000071073.13,MGAT4A
ENSG00000130429.15,ARPC1B
ENSG00000115170.15,ACVR1
ENSG00000144659.13,SLC25A38
ENSG00000183486.13,MX2
ENSG00000136816.16,TOR1B
ENSG00000186529.16,CYP4F3
ENSG00000049245.13,VAMP3
ENSG00000163947.12,ARHGEF3
ENSG00000172548.14,NIPAL4
ENSG00000142789.20,CELA3A
ENSG00000176595.4,KBTBD11
ENSG00000173744.18,AGFG1
ENSG00000185437.13,SH3BGR
ENSG00000009765.15,IYD
ENSG00000164465.19,DCBLD1
ENSG00000073910.22,FRY
ENSG00000149781.13,FERMT3
ENSG00000105369.10,CD79A
ENSG00000198689.13,SLC9A6
ENSG00000171476.22,HOPX
ENSG00000157388.19,CACNA1D
ENSG00000072657.9,TRHDE
ENSG00000163541.12,SUCLG1
ENSG00000138180.16,CEP55
ENSG00000138795.10,LEF1
ENSG00000175535.6,PNLIP
ENSG00000147400.10,CETN2
ENSG00000170373.8,CST1
ENSG00000160213.9,CSTB
ENSG00000147883.12,CDKN2B
ENSG00000119547.6,ONECUT2
ENSG00000198855.7,FICD
ENSG00000073792.16,IGF2BP2
ENSG00000140876.11,NUDT7
ENSG00000144749.14,LRIG1
ENSG00000080815.19,PSEN1
ENSG00000108375.13,RNF43
ENSG00000173210.20,ABLIM3
ENSG00000119917.14,IFIT3
ENSG00000171848.16,RRM2
ENSG00000144852.19,NR1I2
ENSG00000163814.8,CDCP1
ENSG00000240065.8,PSMB9
ENSG00000115457.10,IGFBP2
ENSG00000099958.15,DERL3
ENSG00000075223.14,SEMA3C
ENSG00000106399.11,RPA3
ENSG00000143819.12,EPHX1
ENSG00000149269.10,PAK1
ENSG00000073111.14,MCM2
ENSG00000161955.16,TNFSF13
ENSG00000176903.5,PNMA1
ENSG00000177917.11,ARL6IP6
ENSG00000100979.15,PLTP
ENSG00000100413.17,POLR3H
ENSG00000121807.6,CCR2
ENSG00000074416.14,MGLL
ENSG00000167037.19,SGSM1
ENSG00000176915.15,ANKLE2
ENSG00000133106.15,EPSTI1
ENSG00000127419.17,TMEM175
ENSG00000164172.20,MOCS2
ENSG00000102897.10,LYRM1
ENSG00000173193.15,PARP14
ENSG00000124370.11,MCEE
ENSG00000134042.14,MRO
ENSG00000169418.10,NPR1
ENSG00000050426.16,LETMD1
ENSG00000179889.19,PDXDC1
ENSG00000041982.16,TNC
ENSG00000163191.6,S100A11
ENSG00000059378.13,PARP12
ENSG00000169891.18,REPS2
ENSG00000176153.12,GPX2
ENSG00000198417.7,MT1F
ENSG00000185518.12,SV2B
ENSG00000129993.15,CBFA2T3
ENSG00000182795.13,C1orf116
ENSG00000146918.20,NCAPG2
ENSG00000143106.13,PSMA5
ENSG00000111203.13,ITFG2
ENSG00000163661.4,PTX3
ENSG00000196335.13,STK31
ENSG00000166801.16,FAM111A
ENSG00000187824.9,TMEM220
ENSG00000198431.16,TXNRD1
ENSG00000137802.14,MAPKBP1
ENSG00000079112.10,CDH17
ENSG00000175130.7,MARCKSL1
ENSG00000205420.11,KRT6A
ENSG00000132846.6,ZBED3
ENSG00000091317.8,CMTM6
ENSG00000124225.16,PMEPA1
ENSG00000144645.14,OSBPL10
ENSG00000138449.11,SLC40A1
ENSG00000136444.10,RSAD1
ENSG00000134243.12,SORT1
ENSG00000105523.3,FAM83E
ENSG00000116478.12,HDAC1
ENSG00000124233.12,SEMG1
ENSG00000268104.3,SLC6A14
ENSG00000163082.10,SGPP2
ENSG00000051180.17,RAD51
ENSG00000104549.12,SQLE
ENSG00000198901.14,PRC1
ENSG00000010803.16,SCMH1
ENSG00000170779.11,CDCA4
ENSG00000185753.13,CXorf38
ENSG00000149809.16,TM7SF2
ENSG00000198604.11,BAZ1A
ENSG00000149573.9,MPZL2
ENSG00000096433.11,ITPR3
ENSG00000144867.13,SRPRB
ENSG00000148700.15,ADD3
ENSG00000186074.19,CD300LF
ENSG00000116574.6,RHOU
ENSG00000184445.12,KNTC1
ENSG00000157193.18,LRP8
ENSG00000124766.7,SOX4
ENSG00000101150.18,TPD52L2
ENSG00000114650.20,SCAP
ENSG00000215182.8,MUC5AC
ENSG00000205413.8,SAMD9
ENSG00000205929.11,C21orf62
ENSG00000132744.8,ACY3
ENSG00000186007.10,LEMD1
ENSG00000107957.16,SH3PXD2A
ENSG00000145423.5,SFRP2
ENSG00000123843.13,C4BPB
ENSG00000095203.14,EPB41L4B
ENSG00000165527.7,ARF6
ENSG00000197956.10,S100A6
ENSG00000004139.14,SARM1
ENSG00000091129.21,NRCAM
ENSG00000122484.9,RPAP2
ENSG00000153822.14,KCNJ16
ENSG00000143653.10,SCCPDH
ENSG00000163735.7,CXCL5
ENSG00000175063.17,UBE2C
ENSG00000153046.18,CDYL
ENSG00000100129.18,EIF3L
ENSG00000163331.12,DAPL1
ENSG00000167775.11,CD320
ENSG00000136514.3,RTP4
ENSG00000122952.17,ZWINT
ENSG00000162998.5,FRZB
ENSG00000115042.10,FAHD2A
ENSG00000172936.16,MYD88
ENSG00000143771.12,CNIH4
ENSG00000142784.16,WDTC1
ENSG00000119922.10,IFIT2
ENSG00000177426.22,TGIF1
ENSG00000072849.11,DERL2
ENSG00000111325.16,OGFOD2
ENSG00000085511.20,MAP3K4
ENSG00000102096.9,PIM2
ENSG00000254986.7,DPP3
ENSG00000124713.6,GNMT
ENSG00000120889.13,TNFRSF10B
ENSG00000050405.13,LIMA1
ENSG00000104131.13,EIF3J
ENSG00000019505.8,SYT13
ENSG00000002822.15,MAD1L1
ENSG00000213145.10,CRIP1
ENSG00000092421.17,SEMA6A
ENSG00000162595.7,DIRAS3
ENSG00000176920.13,FUT2
ENSG00000116062.17,MSH6
ENSG00000073737.17,DHRS9
ENSG00000184677.18,ZBTB40
ENSG00000160867.15,FGFR4
ENSG00000100097.12,LGALS1
ENSG00000139289.13,PHLDA1
ENSG00000198742.10,SMURF1
ENSG00000153113.24,CAST
ENSG00000130529.16,TRPM4
ENSG00000134775.15,FHOD3
ENSG00000171680.23,PLEKHG5
ENSG00000148925.11,BTBD10
ENSG00000010292.13,NCAPD2
ENSG00000171067.11,C11orf24
ENSG00000100596.7,SPTLC2
ENSG00000115306.16,SPTBN1
ENSG00000154310.17,TNIK
ENSG00000124232.11,RBPJL
ENSG00000136244.12,IL6
ENSG00000147854.17,UHRF2
ENSG00000170011.14,MYRIP
ENSG00000120742.11,SERP1
ENSG00000185404.17,SP140L
ENSG00000068489.13,PRR11
ENSG00000171208.10,NETO2
ENSG00000162174.12,ASRGL1
ENSG00000105976.16,MET
ENSG00000119203.14,CPSF3
ENSG00000064601.20,CTSA
ENSG00000169554.22,ZEB2
ENSG00000106012.18,IQCE
ENSG00000142945.13,KIF2C
ENSG00000106070.20,GRB10
ENSG00000133466.14,C1QTNF6
ENSG00000122512.16,PMS2
ENSG00000102100.16,SLC35A2
ENSG00000198945.8,L3MBTL3
ENSG00000152779.14,SLC16A12
ENSG00000198825.15,INPP5F
ENSG00000253958.2,CLDN23
ENSG00000178538.10,CA8
ENSG00000136689.19,IL1RN
ENSG00000010278.15,CD9
ENSG00000106392.11,C1GALT1
ENSG00000198829.6,SUCNR1
ENSG00000106462.11,EZH2
ENSG00000120149.9,MSX2
ENSG00000170476.16,MZB1
ENSG00000137070.18,IL11RA
ENSG00000143365.19,RORC
ENSG00000065618.21,COL17A1
ENSG00000006451.8,RALA
ENSG00000075624.17,ACTB
ENSG00000158555.15,GDPD5
ENSG00000100124.15,ANKRD54
ENSG00000122756.15,CNTFR
ENSG00000134333.14,LDHA
ENSG00000105552.15,BCAT2
ENSG00000198626.17,RYR2
ENSG00000198944.6,SOWAHA
ENSG00000188130.14,MAPK12
ENSG00000143369.15,ECM1
ENSG00000138311.18,ZNF365
ENSG00000128595.17,CALU
ENSG00000175216.15,CKAP5
ENSG00000128655.18,PDE11A
ENSG00000127831.11,VIL1
ENSG00000164078.13,MST1R
ENSG00000181031.16,RPH3AL
ENSG00000112357.14,PEX7
ENSG00000184349.13,EFNA5
ENSG00000095539.15,SEMA4G
ENSG00000164749.13,HNF4G
ENSG00000133135.14,RNF128
ENSG00000164690.8,SHH
ENSG00000136457.10,CHAD
ENSG00000090382.7,LYZ
ENSG00000120306.11,CYSTM1
ENSG00000186318.16,BACE1
ENSG00000123560.14,PLP1
ENSG00000205426.10,KRT81
ENSG00000151715.8,TMEM45B
ENSG00000164294.14,GPX8
ENSG00000151778.11,SERP2
ENSG00000152558.15,TMEM123
ENSG00000121749.15,TBC1D15
ENSG00000147509.14,RGS20
ENSG00000107242.20,PIP5K1B
ENSG00000078177.14,N4BP2
ENSG00000160145.15,KALRN
ENSG00000147432.7,CHRNB3
ENSG00000138029.14,HADHB
ENSG00000176563.10,CNTD1
ENSG00000165810.17,BTNL9
ENSG00000123983.14,ACSL3
ENSG00000164023.14,SGMS2
ENSG00000176532.4,PRR15
ENSG00000159399.10,HK2
ENSG00000140464.20,PML
ENSG00000170248.15,PDCD6IP
ENSG00000138814.17,PPP3CA
ENSG00000139988.10,RDH12
ENSG00000170190.16,SLC16A5
ENSG00000166123.14,GPT2
ENSG00000135100.18,HNF1A
ENSG00000129521.15,EGLN3
ENSG00000121989.15,ACVR2A
ENSG00000132563.16,REEP2
ENSG00000033178.13,UBA6
ENSG00000033170.17,FUT8
ENSG00000082153.18,BZW1
ENSG00000166923.12,GREM1
ENSG00000165140.11,FBP1
ENSG00000112312.10,GMNN
ENSG00000063854.13,HAGH
ENSG00000089248.7,ERP29
ENSG00000157500.12,APPL1
ENSG00000168765.17,GSTM4
ENSG00000187608.10,ISG15
ENSG00000075618.18,FSCN1
ENSG00000130508.11,PXDN
ENSG00000134265.13,NAPG
ENSG00000179914.5,ITLN1
ENSG00000198162.12,MAN1A2
ENSG00000071537.14,SEL1L
ENSG00000108187.16,PBLD
ENSG00000117472.10,TSPAN1
ENSG00000163485.17,ADORA1
ENSG00000111644.8,ACRBP
ENSG00000106538.10,RARRES2
ENSG00000118971.9,CCND2
ENSG00000129009.13,ISLR
ENSG00000113851.14,CRBN
ENSG00000125266.8,EFNB2
ENSG00000163297.17,ANTXR2
ENSG00000169894.18,MUC3A
ENSG00000108244.17,KRT23
ENSG00000168710.18,AHCYL1
ENSG00000213719.8,CLIC1
ENSG00000185015.8,CA13
ENSG00000119431.9,HDHD3
ENSG00000105388.16,CEACAM5
ENSG00000015171.20,ZMYND11
ENSG00000120725.13,SIL1
ENSG00000198363.18,ASPH
ENSG00000116649.10,SRM
ENSG00000100983.12,GSS
ENSG00000179241.13,LDLRAD3
ENSG00000168092.14,PAFAH1B2
ENSG00000166562.9,SEC11C
ENSG00000203668.3,CHML
ENSG00000076770.14,MBNL3
ENSG00000013563.14,DNASE1L1
ENSG00000137573.14,SULF1
ENSG00000142173.16,COL6A2
ENSG00000168615.13,ADAM9
ENSG00000163466.16,ARPC2
ENSG00000151623.15,NR3C2
ENSG00000139517.9,LNX2
ENSG00000136153.20,LMO7
ENSG00000113657.13,DPYSL3
ENSG00000132382.15,MYBBP1A
ENSG00000164109.14,MAD2L1
ENSG00000109511.12,ANXA10
ENSG00000105173.14,CCNE1
ENSG00000211455.8,STK38L
ENSG00000179751.7,SYCN
ENSG00000177575.13,CD163
ENSG00000123473.16,STIL
ENSG00000113758.13,DBN1
ENSG00000053747.17,LAMA3
ENSG00000163577.8,EIF5A2
ENSG00000055118.16,KCNH2
ENSG00000171431.4,KRT20
ENSG00000111275.13,ALDH2
ENSG00000180730.5,SHISA2
ENSG00000182827.9,ACBD3
ENSG00000089356.18,FXYD3
ENSG00000132912.13,DCTN4
ENSG00000146555.19,SDK1
ENSG00000125347.14,IRF1
ENSG00000182108.11,DEXI
ENSG00000125844.16,RRBP1
ENSG00000166348.18,USP54
ENSG00000116761.12,CTH
ENSG00000077063.11,CTTNBP2
ENSG00000114251.15,WNT5A
ENSG00000125434.11,SLC25A35
ENSG00000117394.24,SLC2A1
ENSG00000167861.16,HID1
ENSG00000029153.14,ARNTL2
ENSG00000122691.13,TWIST1
ENSG00000142615.8,CELA2A
ENSG00000140403.12,DNAJA4
ENSG00000133619.17,KRBA1
ENSG00000173402.12,DAG1
ENSG00000147364.17,FBXO25
ENSG00000196460.14,RFX8
ENSG00000163162.9,RNF149
ENSG00000145476.16,CYP4V2
ENSG00000099282.10,TSPAN15
ENSG00000053254.16,FOXN3
ENSG00000063180.9,CA11
ENSG00000131037.15,EPS8L1
ENSG00000084754.12,HADHA
ENSG00000064787.13,BCAS1
ENSG00000058085.15,LAMC2
ENSG00000169344.15,UMOD
ENSG00000182578.14,CSF1R
ENSG00000181467.5,RAP2B
ENSG00000130939.20,UBE4B
ENSG00000169607.13,CKAP2L
ENSG00000049192.15,ADAMTS6
ENSG00000164877.19,MICALL2
ENSG00000130066.16,SAT1
ENSG00000151208.17,DLG5
ENSG00000104529.17,EEF1D
ENSG00000087245.13,MMP2
ENSG00000129625.13,REEP5
ENSG00000147123.11,NDUFB11
ENSG00000120217.14,CD274
ENSG00000119969.15,HELLS
ENSG00000129538.14,RNASE1
ENSG00000160181.9,TFF2
ENSG00000114115.10,RBP1
ENSG00000198951.12,NAGA
ENSG00000118193.12,KIF14
ENSG00000115091.12,ACTR3
ENSG00000151388.11,ADAMTS12
ENSG00000164530.15,PI16
ENSG00000143570.19,SLC39A1
ENSG00000141401.12,IMPA2
ENSG00000177830.18,CHID1
ENSG00000184164.15,CRELD2
ENSG00000166949.16,SMAD3
ENSG00000075711.21,DLG1
ENSG00000122335.17,SERAC1
ENSG00000160180.15,TFF3
ENSG00000198554.12,WDHD1
ENSG00000064763.11,FAR2
ENSG00000138356.14,AOX1
ENSG00000025796.14,SEC63
ENSG00000198380.13,GFPT1
ENSG00000135052.16,GOLM1
ENSG00000128039.12,SRD5A3
ENSG00000141655.17,TNFRSF11A
ENSG00000132170.23,PPARG
ENSG00000101452.15,DHX35
ENSG00000104760.17,FGL1
ENSG00000270885.2,RASL10B
ENSG00000137269.15,LRRC1
ENSG00000169032.10,MAP2K1
ENSG00000181035.14,SLC25A42
ENSG00000168610.16,STAT3
ENSG00000140297.13,GCNT3
ENSG00000110011.13,DNAJC4
ENSG00000125247.16,TMTC4
ENSG00000185442.13,FAM174B
ENSG00000185386.15,MAPK11
